text,gold,split,row_idx,pred,error,raw_response
"bartlett 's hero remains a reactive cipher , when opening the man 's head and heart is the only imaginable reason for the film to be made .",neutral,train,3565,negative,,"{ ""label"": ""negative"" }"
the only question ... is to determine how well the schmaltz is manufactured -- to assess the quality of the manipulative engineering .,negative,train,3566,negative,,"{ ""label"": ""negative"" }"
it 's impossible to even categorize this as a smutty guilty pleasure .,negative,train,3567,negative,,"{ ""label"": ""negative"" }"
maintains your interest until the end and even leaves you with a few lingering animated thoughts .,positive,train,3568,positive,,"{ ""label"": ""positive"" }"
"the movie does n't think much of its characters , its protagonist , or of us .",negative,train,3569,negative,,"{ ""label"": ""negative"" }"
"britney spears ' phoniness is nothing compared to the movie 's contrived , lame screenplay and listless direction .",negative,train,3570,negative,,"{ ""label"": ""negative"" }"
or intelligent .,neutral,train,3571,neutral,,"{ ""label"": ""neutral"" }"
the movie 's progression into rambling incoherence gives new meaning to the phrase ` fatal script error . ',negative,train,3572,negative,,"{ ""label"": ""negative"" }"
"devos and cassel have tremendous chemistry -- their sexual and romantic tension , while never really vocalized , is palpable .",positive,train,3573,positive,,"{ ""label"": ""positive"" }"
... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season .,negative,train,3574,negative,,"{ ""label"": ""negative"" }"
"terrific as nadia , a russian mail-order bride who comes to america speaking not a word of english , it 's kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers .",positive,train,3575,positive,,"{ ""label"": ""positive"" }"
he fails .,negative,train,3576,negative,,"{ ""label"": ""negative"" }"
"this new movie version of the alexandre dumas classic is the stuff of high romance , brought off with considerable wit .",positive,train,3577,positive,,"{ ""label"": ""positive"" }"
"nicolas cage is n't the first actor to lead a group of talented friends astray , and this movie wo n't create a ruffle in what is already an erratic career .",negative,train,3578,negative,,"{ ""label"": ""negative"" }"
it 's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate .,positive,train,3579,positive,,"{ ""label"": ""positive"" }"
"jeong-hyang lee 's film is deceptively simple , deeply satisfying .",positive,train,3580,positive,,"{ ""label"": ""positive"" }"
"the bodily function jokes are about what you 'd expect , but there are rich veins of funny stuff in this movie .",positive,train,3581,positive,,"{ ""label"": ""positive"" }"
"... a story , an old and scary one , about the monsters we make , and the vengeance they take .",neutral,train,3582,neutral,,"{ ""label"": ""neutral"" }"
two hours of sepia-tinted heavy metal images and surround sound effects of people moaning .,neutral,train,3583,negative,,"{ ""label"": ""negative"" }"
"for a film about action , ultimate x is the gabbiest giant-screen movie ever , bogging down in a barrage of hype .",negative,train,3584,negative,,"{ ""label"": ""negative"" }"
it 's a solid movie about people whose lives are anything but .,positive,train,3585,positive,,"{ ""label"": ""positive"" }"
"the people in abc africa are treated as docile , mostly wordless ethnographic extras .",neutral,train,3586,negative,,"{ ""label"": ""negative"" }"
one ca n't shake the feeling that crossroads is nothing more than an hour-and-a-half-long commercial for britney 's latest album .,negative,train,3587,negative,,"{ ""label"": ""negative"" }"
"visually engrossing , seldom hammy , honorably mexican and burns its kahlories with conviction .",positive,train,3588,positive,,"{ ""label"": ""positive"" }"
high crimes steals so freely from other movies and combines enough disparate types of films that it ca n't help but engage an audience .,positive,train,3589,positive,,"{ ""label"": ""positive"" }"
it makes even elizabeth hurley seem graceless and ugly .,negative,train,3590,negative,,"{ ""label"": ""negative"" }"
"if you can read the subtitles -lrb- the opera is sung in italian -rrb- and you like ` masterpiece theatre ' type costumes , you 'll enjoy this movie .",positive,train,3591,positive,,"{ ""label"": ""positive"" }"
`` the quiet american '' begins in saigon in 1952 .,neutral,train,3592,neutral,,"{ ""label"": ""neutral"" }"
a terrifically entertaining specimen of spielbergian sci-fi .,positive,train,3593,positive,,"{ ""label"": ""positive"" }"
simply a re-hash of the other seven films .,negative,train,3594,negative,,"{ ""label"": ""negative"" }"
hmmm ... might i suggest that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener ?,negative,train,3595,negative,,"{ ""label"": ""negative"" }"
-lrb- a -rrb- stuporously solemn film .,neutral,train,3596,negative,,"{ ""label"": ""negative"" }"
"a playful iranian parable about openness , particularly the need for people of diverse political perspectives to get along despite their ideological differences .",positive,train,3597,positive,,"{ ""label"": ""positive"" }"
death might be a release .,negative,train,3598,negative,,"{ ""label"": ""negative"" }"
the film 's stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the film 's production design .,neutral,train,3599,positive,,"{ ""label"": ""positive"" }"
"the movie 's messages are quite admirable , but the story is just too clichéd and too often strains credulity .",negative,train,3600,negative,,"{ ""label"": ""negative"" }"
"a live-action cartoon , a fast-moving and cheerfully simplistic 88 minutes of exaggerated action put together with the preteen boy in mind .",positive,train,3601,positive,,"{ ""label"": ""positive"" }"
"going to this movie is a little like chewing whale blubber - it 's an acquired taste that takes time to enjoy , but it 's worth it , even if it does take 3 hours to get through .",neutral,train,3602,positive,,"{ ""label"": ""positive"" }"
"the problem is not that it 's all derivative , because plenty of funny movies recycle old tropes .",neutral,train,3603,neutral,,"{ ""label"": ""neutral"" }"
"as ex-marine walter , who may or may not have shot kennedy , actor raymond j. barry is perfectly creepy and believable .",positive,train,3604,positive,,"{ ""label"": ""positive"" }"
"the production design , score and choreography are simply intoxicating .",positive,train,3605,positive,,"{ ""label"": ""positive"" }"
"13 conversations may be a bit too enigmatic and overly ambitious to be fully successful , but sprecher and her screenwriting partner and sister , karen sprecher , do n't seem ever to run out of ideas .",neutral,train,3606,negative,,"{ ""label"": ""negative"" }"
"it 's not a bad plot ; but , unfortunately , the movie is nowhere near as refined as all the classic dramas it borrows from .",neutral,train,3607,negative,,"{ ""label"": ""negative"" }"
"the result puts a human face on derrida , and makes one of the great minds of our times interesting and accessible to people who normally could n't care less .",positive,train,3608,positive,,"{ ""label"": ""positive"" }"
"a gem , captured in the unhurried , low-key style favored by many directors of the iranian new wave .",neutral,train,3609,positive,,"{ ""label"": ""positive"" }"
the film is way too full of itself ; it 's stuffy and pretentious in a give-me-an-oscar kind of way .,negative,train,3610,negative,,"{ ""label"": ""negative"" }"
"according to the script , grant and bullock 's characters are made for each other .",positive,train,3611,positive,,"{ ""label"": ""positive"" }"
"a punch line without a premise , a joke built entirely from musty memories of half-dimensional characters .",neutral,train,3612,negative,,"{ ""label"": ""negative"" }"
"the picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life , but also acknowledging the places , and the people , from whence you came .",positive,train,3613,positive,,"{ ""label"": ""positive"" }"
"a perfect example of rancid , well-intentioned , but shamelessly manipulative movie making .",negative,train,3614,negative,,"{ ""label"": ""negative"" }"
a movie version of a paint-by-numbers picture .,negative,train,3615,negative,,"{ ""label"": ""negative"" }"
"lux , now in her eighties , does a great combination act as narrator , jewish grandmother and subject -- taking us through a film that is part biography , part entertainment and part history .",positive,train,3616,positive,,"{ ""label"": ""positive"" }"
"a stylish but steady , and ultimately very satisfying , piece of character-driven storytelling .",positive,train,3617,positive,,"{ ""label"": ""positive"" }"
"i 'm happy to have seen it -- not as an alternate version , but as the ultimate exercise in viewing deleted scenes .",neutral,train,3618,positive,,"{ ""label"": ""positive"" }"
the feature-length stretch ... strains the show 's concept .,negative,train,3619,negative,,"{ ""label"": ""negative"" }"
"the characters , cast in impossibly contrived situations , are totally estranged from reality .",negative,train,3620,negative,,"{ ""label"": ""negative"" }"
a small independent film suffering from a severe case of hollywood-itis .,negative,train,3621,negative,,"{ ""label"": ""negative"" }"
an exercise in cynicism every bit as ugly as the shabby digital photography and muddy sound .,negative,train,3622,negative,,"{ ""label"": ""negative"" }"
ken russell would love this .,positive,train,3623,positive,,"{ ""label"": ""positive"" }"
has all the scenic appeal of a cesspool .,negative,train,3624,negative,,"{ ""label"": ""negative"" }"
they can and will turn on a dime from oddly humorous to tediously sentimental .,positive,train,3625,negative,,"{ ""label"": ""negative"" }"
"claire is a terrific role for someone like judd , who really ought to be playing villains .",positive,train,3626,positive,,"{ ""label"": ""positive"" }"
the most ill-conceived animated comedy since the 1991 dog rover dangerfield .,neutral,train,3627,negative,,"{ ""label"": ""negative"" }"
"kitschy , flashy , overlong soap opera .",negative,train,3628,negative,,"{ ""label"": ""negative"" }"
"its message has merit and , in the hands of a brutally honest individual like prophet jack , might have made a point or two regarding life .",negative,train,3629,positive,,"{ ""label"": ""positive"" }"
sex is one of those films that aims to confuse .,negative,train,3630,negative,,"{ ""label"": ""negative"" }"
first-time director joão pedro rodrigues ' unwillingness to define his hero 's background or motivations becomes more and more frustrating as the film goes on .,negative,train,3631,negative,,"{ ""label"": ""negative"" }"
salma goes native and she 's never been better in this colorful bio-pic of a mexican icon .,positive,train,3632,positive,,"{ ""label"": ""positive"" }"
his scenes are short and often unexpected .,neutral,train,3633,neutral,,"{ ""label"": ""neutral"" }"
"human nature is a goofball movie , in the way that malkovich was , but it tries too hard .",positive,train,3634,negative,,"{ ""label"": ""negative"" }"
"the asylum material is gripping , as are the scenes of jia with his family .",positive,train,3635,positive,,"{ ""label"": ""positive"" }"
"the inevitable double - and triple-crosses arise , but the only drama is in waiting to hear how john malkovich 's reedy consigliere will pronounce his next line .",neutral,train,3636,negative,,"{ ""label"": ""negative"" }"
a literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed .,positive,train,3637,positive,,"{ ""label"": ""positive"" }"
the soundtrack alone is worth the price of admission .,positive,train,3638,positive,,"{ ""label"": ""positive"" }"
"impostor does n't do much with its template , despite a remarkably strong cast .",neutral,train,3639,negative,,"{ ""label"": ""negative"" }"
"it sounds like another clever if pointless excursion into the abyss , and that 's more or less how it plays out .",negative,train,3640,negative,,"{ ""label"": ""negative"" }"
"the film has the high-buffed gloss and high-octane jolts you expect of de palma , but what makes it transporting is that it 's also one of the smartest , most pleasurable expressions of pure movie love to come from an american director in years .",positive,train,3641,positive,,"{ ""label"": ""positive"" }"
"sly , sophisticated and surprising .",positive,train,3642,positive,,"{ ""label"": ""positive"" }"
"-lrb- kline 's -rrb- utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code , and as a flawed human being who ca n't quite live up to it .",positive,train,3643,positive,,"{ ""label"": ""positive"" }"
more trifle than triumph .,negative,train,3644,negative,,"{ ""label"": ""negative"" }"
"like its predecessor , it 's no classic , but it provides a reasonably attractive holiday contraption , one that families looking for a clean , kid-friendly outing should investigate .",neutral,train,3645,positive,,"{ ""label"": ""positive"" }"
"thanks to ice cube , benjamins feels an awful lot like friday in miami .",neutral,train,3646,positive,,"{ ""label"": ""positive"" }"
"fubar is very funny , but not always in a laugh-out-loud way .",neutral,train,3647,positive,,"{ ""label"": ""positive"" }"
"... generically , forgettably pleasant from start to finish .",neutral,train,3648,positive,,"{ ""label"": ""positive"" }"
it 's hard to believe these jokers are supposed to have pulled off four similar kidnappings before .,negative,train,3649,negative,,"{ ""label"": ""negative"" }"
murphy and wilson actually make a pretty good team ... but the project surrounding them is distressingly rote .,negative,train,3650,negative,,"{ ""label"": ""negative"" }"
"the screenplay , co-written by director imogen kimmel , lacks the wit necessary to fully exploit the comic elements of the premise , making the proceedings more bizarre than actually amusing .",negative,train,3651,negative,,"{ ""label"": ""negative"" }"
i hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .,positive,train,3652,positive,,"{ ""label"": ""positive"" }"
"she may not be real , but the laughs are .",positive,train,3653,positive,,"{ ""label"": ""positive"" }"
"clumsy , obvious , preposterous , the movie will likely set the cause of woman warriors back decades .",negative,train,3654,negative,,"{ ""label"": ""negative"" }"
"a depressingly retrograde , ` post-feminist ' romantic comedy that takes an astonishingly condescending attitude toward women .",negative,train,3655,negative,,"{ ""label"": ""negative"" }"
scherfig 's light-hearted profile of emotional desperation is achingly honest and delightfully cheeky .,positive,train,3656,positive,,"{ ""label"": ""positive"" }"
you can sip your vintage wines and watch your merchant ivory productions ; i 'll settle for a nice cool glass of iced tea and a jerry bruckheimer flick any day of the week .,positive,train,3657,positive,,"{ ""label"": ""positive"" }"
this is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream .,negative,train,3658,negative,,"{ ""label"": ""negative"" }"
"both garcia and jagger turn in perfectly executed and wonderfully sympathetic characters , who are alternately touching and funny .",positive,train,3659,positive,,"{ ""label"": ""positive"" }"
"many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and i do n't think that a.c. will help this movie one bit .",negative,train,3660,negative,,"{ ""label"": ""negative"" }"
even more baffling is that it 's funny .,neutral,train,3661,negative,,"{ ""label"": ""negative"" }"
you 'll trudge out of the theater feeling as though you rode the zipper after eating a corn dog and an extra-large cotton candy .,negative,train,3662,negative,,"{ ""label"": ""negative"" }"
"crudup 's screen presence is the one thing that holds interest in the midst of a mushy , existential exploration of why men leave their families .",positive,train,3663,negative,,"{ ""label"": ""negative"" }"
"not everyone will welcome or accept the trials of henry kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one .",positive,train,3664,positive,,"{ ""label"": ""positive"" }"
"by surrounding us with hyper-artificiality , haynes makes us see familiar issues , like racism and homophobia , in a fresh way .",positive,train,3665,positive,,"{ ""label"": ""positive"" }"
... somehow manages to escape the shackles of its own clichés to be the best espionage picture to come out in weeks .,positive,train,3666,positive,,"{ ""label"": ""positive"" }"
"a highly spirited , imaginative kid 's movie that broaches neo-augustinian theology : is god stuck in heaven because he 's afraid of his best-known creation ?",positive,train,3667,positive,,"{ ""label"": ""positive"" }"
deserves high marks for political courage but barely gets by on its artistic merits .,neutral,train,3668,positive,,"{ ""label"": ""positive"" }"
"alas , it 's the man that makes the clothes .",positive,train,3669,negative,,"{ ""label"": ""negative"" }"
"when the fire burns out , we 've only come face-to-face with a couple dragons and that 's where the film ultimately fails .",negative,train,3670,negative,,"{ ""label"": ""negative"" }"
"it 's not a film to be taken literally on any level , but its focus always appears questionable .",neutral,train,3671,negative,,"{ ""label"": ""negative"" }"
this often-hilarious farce manages to generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal .,positive,train,3672,positive,,"{ ""label"": ""positive"" }"
the pianist is polanski 's best film .,positive,train,3673,positive,,"{ ""label"": ""positive"" }"
the camera twirls !,neutral,train,3674,positive,,"{ ""label"": ""positive"" }"
oliveira seems to pursue silent film representation with every mournful composition .,neutral,train,3675,neutral,,"{ ""label"": ""neutral"" }"
"you feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did .",positive,train,3676,positive,,"{ ""label"": ""positive"" }"
"klein , charming in comedies like american pie and dead-on in election , delivers one of the saddest action hero performances ever witnessed .",negative,train,3677,negative,,"{ ""label"": ""negative"" }"
"from the dull , surreal ache of mortal awareness emerges a radiant character portrait .",positive,train,3678,positive,,"{ ""label"": ""positive"" }"
utter mush ... conceited pap .,negative,train,3679,negative,,"{ ""label"": ""negative"" }"
"despite its hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick , the basic plot of `` lilo '' could have been pulled from a tear-stained vintage shirley temple script .",negative,train,3680,negative,,"{ ""label"": ""negative"" }"
"gooding is the energetic frontman , and it 's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences .",positive,train,3681,positive,,"{ ""label"": ""positive"" }"
... the whole thing succeeded only in making me groggy .,negative,train,3682,negative,,"{ ""label"": ""negative"" }"
"just when you think that every possible angle has been exhausted by documentarians , another new film emerges with yet another remarkable yet shockingly little-known perspective .",positive,train,3683,positive,,"{ ""label"": ""positive"" }"
"think of it as gidget , only with muscles and a lot more smarts , but just as endearing and easy to watch .",positive,train,3684,positive,,"{ ""label"": ""positive"" }"
"grant carries the day with impeccable comic timing , raffish charm and piercing intellect .",positive,train,3685,positive,,"{ ""label"": ""positive"" }"
"a frustrating ` tweener ' -- too slick , contrived and exploitative for the art houses and too cynical , small and decadent for the malls .",negative,train,3686,negative,,"{ ""label"": ""negative"" }"
predictably soulless techno-tripe .,negative,train,3687,negative,,"{ ""label"": ""negative"" }"
the filmmakers keep pushing the jokes at the expense of character until things fall apart .,negative,train,3688,negative,,"{ ""label"": ""negative"" }"
it 's incredible the number of stories the holocaust has generated .,positive,train,3689,positive,,"{ ""label"": ""positive"" }"
the movie keeps coming back to the achingly unfunny phonce and his several silly subplots .,negative,train,3690,negative,,"{ ""label"": ""negative"" }"
the film 's most improbable feat ?,negative,train,3691,negative,,"{ ""label"": ""negative"" }"
"the charm of revolution os is rather the way it introduces you to new , fervently held ideas and fanciful thinkers .",positive,train,3692,positive,,"{ ""label"": ""positive"" }"
"one of those based-on-truth stories that persuades you , with every scene , that it could never really have happened this way .",neutral,train,3693,negative,,"{ ""label"": ""negative"" }"
"there is no substitute for on-screen chemistry , and when friel pulls the strings that make williams sink into melancholia , the reaction in williams is as visceral as a gut punch .",positive,train,3694,positive,,"{ ""label"": ""positive"" }"
"there are some fairly unsettling scenes , but they never succeed in really rattling the viewer .",negative,train,3695,negative,,"{ ""label"": ""negative"" }"
possibly the most irresponsible picture ever released by a major film studio .,negative,train,3696,negative,,"{ ""label"": ""negative"" }"
the characters are paper thin and the plot is so cliched and contrived that it makes your least favorite james bond movie seem as cleverly plotted as the usual suspects .,negative,train,3697,negative,,"{ ""label"": ""negative"" }"
a crisp psychological drama -lrb- and -rrb- a fascinating little thriller that would have been perfect for an old `` twilight zone '' episode .,positive,train,3698,positive,,"{ ""label"": ""positive"" }"
there is simply no doubt that this film asks the right questions at the right time in the history of our country .,positive,train,3699,positive,,"{ ""label"": ""positive"" }"
"time stands still in more ways that one in clockstoppers , a sci-fi thriller as lazy as it is interminable .",negative,train,3700,negative,,"{ ""label"": ""negative"" }"
"a dark , quirky road movie that constantly defies expectation .",positive,train,3701,positive,,"{ ""label"": ""positive"" }"
mr. spielberg and his company just want you to enjoy yourselves without feeling conned .,positive,train,3702,positive,,"{ ""label"": ""positive"" }"
"put it somewhere between sling blade and south of heaven , west of hell in the pantheon of billy bob 's body of work .",neutral,train,3703,neutral,,"{ ""label"": ""neutral"" }"
"while not quite a comedy , the film tackles its relatively serious subject with an open mind and considerable good cheer , and is never less than engaging .",neutral,train,3704,positive,,"{ ""label"": ""positive"" }"
"what the audience feels is exhaustion , from watching a movie that is dark -lrb- dark green , to be exact -rrb- , sour , bloody and mean .",negative,train,3705,negative,,"{ ""label"": ""negative"" }"
"mr. polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival .",positive,train,3706,positive,,"{ ""label"": ""positive"" }"
a devastating indictment of unbridled greed and materalism .,negative,train,3707,positive,,"{ ""label"": ""positive"" }"
"it feels like very light errol morris , focusing on eccentricity but failing , ultimately , to make something bigger out of its scrapbook of oddballs .",negative,train,3708,negative,,"{ ""label"": ""negative"" }"
"it 's full of cheesy dialogue , but great trashy fun that finally returns de palma to his pulpy thrillers of the early '80s .",positive,train,3709,positive,,"{ ""label"": ""positive"" }"
diggs and lathan are among the chief reasons brown sugar is such a sweet and sexy film .,positive,train,3710,positive,,"{ ""label"": ""positive"" }"
"but this new jangle of noise , mayhem and stupidity must be a serious contender for the title .",negative,train,3711,negative,,"{ ""label"": ""negative"" }"
darkly funny and frequently insightful .,positive,train,3712,positive,,"{ ""label"": ""positive"" }"
"formuliac , but fun .",positive,train,3713,positive,,"{ ""label"": ""positive"" }"
"there 's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes .",negative,train,3714,negative,,"{ ""label"": ""negative"" }"
damon brings the proper conviction to his role as -lrb- jason bourne -rrb- .,positive,train,3715,positive,,"{ ""label"": ""positive"" }"
the movie does n't generate a lot of energy .,negative,train,3716,negative,,"{ ""label"": ""negative"" }"
"and yet , it still works .",positive,train,3717,positive,,"{ ""label"": ""positive"" }"
it squanders chan 's uniqueness ; it could even be said to squander jennifer love hewitt !,negative,train,3718,negative,,"{ ""label"": ""negative"" }"
"... a light , yet engrossing piece .",positive,train,3719,positive,,"{ ""label"": ""positive"" }"
really quite funny .,positive,train,3720,positive,,"{ ""label"": ""positive"" }"
"it 's a tour de force , written and directed so quietly that it 's implosion rather than explosion you fear .",neutral,train,3721,positive,,"{ ""label"": ""positive"" }"
"pretty much sucks , but has a funny moment or two .",negative,train,3722,negative,,"{ ""label"": ""negative"" }"
"though it was made with careful attention to detail and is well-acted by james spader and maggie gyllenhaal , i felt disrespected .",neutral,train,3723,negative,,"{ ""label"": ""negative"" }"
a singularly off-putting romantic comedy .,negative,train,3724,negative,,"{ ""label"": ""negative"" }"
diaz wears out her welcome in her most charmless performance,negative,train,3725,negative,,"{ ""label"": ""negative"" }"
"the actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen .",negative,train,3726,negative,,"{ ""label"": ""negative"" }"
"the off-center humor is a constant , and the ensemble gives it a buoyant delivery .",positive,train,3727,positive,,"{ ""label"": ""positive"" }"
nearly all the fundamentals you take for granted in most films are mishandled here .,negative,train,3728,negative,,"{ ""label"": ""negative"" }"
"an eye-boggling blend of psychedelic devices , special effects and backgrounds , ` spy kids 2 ' is a visual treat for all audiences .",positive,train,3729,positive,,"{ ""label"": ""positive"" }"
"a lot of talent is wasted in this crass , low-wattage endeavor .",negative,train,3730,negative,,"{ ""label"": ""negative"" }"
"saddled with an unwieldy cast of characters and angles , but the payoff is powerful and revelatory .",positive,train,3731,positive,,"{ ""label"": ""positive"" }"
"personal velocity ought to be exploring these women 's inner lives , but it never moves beyond their surfaces .",neutral,train,3732,negative,,"{ ""label"": ""negative"" }"
an engaging criminal romp that will have viewers guessing just who 's being conned right up to the finale .,positive,train,3733,positive,,"{ ""label"": ""positive"" }"
an engrossing portrait of uncompromising artists trying to create something original against the backdrop of a corporate music industry that only seems to care about the bottom line .,positive,train,3734,positive,,"{ ""label"": ""positive"" }"
kaufman 's script is never especially clever and often is rather pretentious .,negative,train,3735,negative,,"{ ""label"": ""negative"" }"
"for a film that celebrates radical , nonconformist values , what to do in case of fire ?",neutral,train,3736,negative,,"{ ""label"": ""negative"" }"
"it celebrates the group 's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his ` angels of light . '",positive,train,3737,positive,,"{ ""label"": ""positive"" }"
"like coming into a long-running , well-written television series where you 've missed the first half-dozen episodes and probably wo n't see the next six .",negative,train,3738,negative,,"{ ""label"": ""negative"" }"
"its flame-like , roiling black-and-white inspires trembling and gratitude .",positive,train,3739,positive,,"{ ""label"": ""positive"" }"
"although it includes a fair share of dumb drug jokes and predictable slapstick , `` orange county '' is far funnier than it would seem to have any right to be .",positive,train,3740,positive,,"{ ""label"": ""positive"" }"
"-lrb- the film -rrb- tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end , it 's impossible to ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful .",positive,train,3741,positive,,"{ ""label"": ""positive"" }"
"the film is weighed down by supporting characters who are either too goodly , wise and knowing or downright comically evil .",negative,train,3742,negative,,"{ ""label"": ""negative"" }"
it 's a visual rorschach test and i must have failed .,negative,train,3743,negative,,"{ ""label"": ""negative"" }"
"an uncomfortable experience , but one as brave and challenging as you could possibly expect these days from american cinema .",positive,train,3744,positive,,"{ ""label"": ""positive"" }"
"the huskies are beautiful , the border collie is funny and the overall feeling is genial and decent .",positive,train,3745,positive,,"{ ""label"": ""positive"" }"
"charming and witty , it 's also somewhat clumsy .",positive,train,3746,positive,,"{ ""label"": ""positive"" }"
draggin ' about dragons,neutral,train,3747,neutral,,"{ ""label"": ""neutral"" }"
amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances .,positive,train,3748,positive,,"{ ""label"": ""positive"" }"
i ca n't .,neutral,train,3749,negative,,"{ ""label"": ""negative"" }"
"with mcconaughey in an entirely irony-free zone and bale reduced mainly to batting his sensitive eyelids , there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd .",negative,train,3750,negative,,"{ ""label"": ""negative"" }"
"saved from being merely way-cool by a basic , credible compassion .",neutral,train,3751,positive,,"{ ""label"": ""positive"" }"
"a vivid , spicy footnote to history , and a movie that grips and holds you in rapt attention from start to finish .",positive,train,3752,positive,,"{ ""label"": ""positive"" }"
"... an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller .",positive,train,3753,positive,,"{ ""label"": ""positive"" }"
"despite juliet stevenon 's attempt to bring cohesion to pamela 's emotional roller coaster life , it is not enough to give the film the substance it so desperately needs .",negative,train,3754,negative,,"{ ""label"": ""negative"" }"
"this film is an act of spiritual faith -- an eloquent , deeply felt meditation on the nature of compassion .",positive,train,3755,positive,,"{ ""label"": ""positive"" }"
... a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance,neutral,train,3756,negative,,"{ ""label"": ""negative"" }"
"it all plays out ... like a high-end john hughes comedy , a kind of elder bueller 's time out .",positive,train,3757,positive,,"{ ""label"": ""positive"" }"
"what with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time .",negative,train,3758,negative,,"{ ""label"": ""negative"" }"
wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime .,negative,train,3759,negative,,"{ ""label"": ""negative"" }"
those eternally devoted to the insanity of black will have an intermittently good time .,positive,train,3760,positive,,"{ ""label"": ""positive"" }"
the pretensions -- and disposable story -- sink the movie .,negative,train,3761,negative,,"{ ""label"": ""negative"" }"
"she nearly glows with enthusiasm , sensuality and a conniving wit .",positive,train,3762,positive,,"{ ""label"": ""positive"" }"
"and for many of us , that 's good enough .",positive,train,3763,positive,,"{ ""label"": ""positive"" }"
like other great documentaries ... this goes after one truth -lrb- the ford administration 's complicity in tearing ` orphans ' from their mothers -rrb- and stumbles upon others even more compelling .,neutral,train,3764,positive,,"{ ""label"": ""positive"" }"
meyjes ... has done his homework and soaked up some jazzy new revisionist theories about the origins of nazi politics and aesthetics .,positive,train,3765,positive,,"{ ""label"": ""positive"" }"
"poetic , heartbreaking .",positive,train,3766,positive,,"{ ""label"": ""positive"" }"
"a memorable experience that , like many of his works , presents weighty issues colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill .",positive,train,3767,positive,,"{ ""label"": ""positive"" }"
"as an actress , madonna is one helluva singer .",positive,train,3768,positive,,"{ ""label"": ""positive"" }"
the script by vincent r. nebrida ... tries to cram too many ingredients into one small pot .,negative,train,3769,negative,,"{ ""label"": ""negative"" }"
a porn film without the sex scenes .,neutral,train,3770,negative,,"{ ""label"": ""negative"" }"
"just as the lousy tarantino imitations have subsided , here comes the first lousy guy ritchie imitation .",negative,train,3771,negative,,"{ ""label"": ""negative"" }"
"the direction has a fluid , no-nonsense authority , and the performances by harris , phifer and cam ` ron seal the deal .",positive,train,3772,positive,,"{ ""label"": ""positive"" }"
a film that will enthrall the whole family .,positive,train,3773,positive,,"{ ""label"": ""positive"" }"
it just does n't have anything really interesting to say .,negative,train,3774,negative,,"{ ""label"": ""negative"" }"
"much of the lady and the duke is about quiet , decisive moments between members of the cultural elite as they determine how to proceed as the world implodes .",positive,train,3775,neutral,,"{ ""label"": ""neutral"" }"
"while you have to admit it 's semi-amusing to watch robert deniro belt out `` when you 're a jet , you 're a jet all the way , '' it 's equally distasteful to watch him sing the lyrics to `` tonight . ''",negative,train,3776,negative,,"{ ""label"": ""negative"" }"
"a quaint , romanticized rendering .",positive,train,3777,positive,,"{ ""label"": ""positive"" }"
"filmmakers david weissman and bill weber benefit enormously from the cockettes ' camera craziness -- not only did they film performances , but they did the same at home .",positive,train,3778,positive,,"{ ""label"": ""positive"" }"
"as chilling and fascinating as philippe mora 's modern hitler-study , snide and prejudice .",positive,train,3779,negative,,"{ ""label"": ""negative"" }"
"cox is far more concerned with aggrandizing madness , not the man , and the results might drive you crazy .",neutral,train,3780,negative,,"{ ""label"": ""negative"" }"
